-760.0,-1223.0,367.0
1276.0,-588.0,-156.0
-759.0,-1538.0,64.0
258.0,-1271.0,554.0
842.0,-945.0,354.0
-953.0,-1193.0,-218.0
1009.0,-529.0,230.0
-1628.0,-1152.0,210.0
664.0,-594.0,246.0
287.0,-1012.0,-94.0
-711.0,-997.0,1054.0
548.0,-733.0,598.0
-792.0,-1337.0,360.0
904.0,-751.0,156.0
-120.0,-1180.0,258.0
-16.0,-1115.0,-278.0
369.0,-859.0,-29.0
-1678.0,-1323.0,122.0
1618.0,-789.0,291.0
-551.0,-1212.0,231.0
-880.0,-567.0,220.0
958.0,-920.0,-121.0
-623.0,-1202.0,400.0
1323.0,-581.0,-91.0
-939.0,-1523.0,96.0
419.0,-1188.0,459.0
475.0,-803.0,580.0
-849.0,-1260.0,-436.0
967.0,-640.0,-51.0
-1599.0,-1241.0,203.0
676.0,-572.0,229.0
606.0,-1199.0,-263.0
-487.0,-773.0,1168.0
752.0,-554.0,443.0
-1037.0,-1270.0,254.0
1157.0,-735.0,209.0
-347.0,-1008.0,317.0
-161.0,-1495.0,322.0
343.0,-912.0,182.0
-1597.0,-1364.0,178.0
1456.0,-798.0,263.0
-669.0,-1363.0,124.0
-739.0,-506.0,-165.0
1401.0,-1032.0,-98.0
-541.0,-1174.0,470.0
1263.0,-621.0,265.0
-1131.0,-1350.0,206.0
411.0,-1278.0,616.0
124.0,-693.0,512.0
-992.0,-1439.0,-101.0
951.0,-847.0,-150.0
-1312.0,-1400.0,321.0
711.0,-663.0,231.0
706.0,-1445.0,-173.0
-1089.0,-827.0,627.0
767.0,-535.0,129.0
-1393.0,-1250.0,139.0
1549.0,-748.0,181.0
-404.0,-941.0,300.0
-241.0,-1366.0,1027.0
377.0,-841.0,355.0
-1299.0,-1349.0,226.0
1204.0,-737.0,182.0
-676.0,-1496.0,83.0
-44.0,-778.0,45.0
1527.0,-1117.0,-11.0
-815.0,-1212.0,389.0
1361.0,-550.0,470.0
-1440.0,-1191.0,233.0
560.0,-951.0,548.0
113.0,-887.0,87.0
-947.0,-1194.0,810.0
720.0,-974.0,167.0
-870.0,-1447.0,411.0
797.0,-759.0,215.0
447.0,-1452.0,107.0
-785.0,-855.0,-114.0
784.0,-625.0,135.0
-1666.0,-1305.0,110.0
1661.0,-821.0,207.0
-403.0,-1015.0,282.0
-437.0,-950.0,857.0
528.0,-840.0,92.0
-954.0,-1278.0,321.0
1204.0,-630.0,-55.0
-678.0,-1536.0,61.0
395.0,-1130.0,371.0
1186.0,-1019.0,215.0
-1032.0,-1227.0,-32.0
1136.0,-507.0,368.0
-1633.0,-1146.0,169.0
626.0,-637.0,272.0
146.0,-911.0,49.0
-471.0,-792.0,1232.0
538.0,-827.0,568.0
-753.0,-1356.0,398.0
902.0,-743.0,172.0
6.0,-1240.0,283.0
-42.0,-1029.0,-309.0
436.0,-812.0,19.0
-1633.0,-1356.0,167.0
1481.0,-802.0,281.0
-528.0,-1186.0,245.0
-854.0,-606.0,285.0
925.0,-905.0,-93.0
-658.0,-1200.0,403.0
1324.0,-584.0,-130.0
-913.0,-1536.0,88.0
400.0,-1300.0,628.0
456.0,-825.0,581.0
-830.0,-1247.0,-375.0
965.0,-630.0,-3.0
-1612.0,-1235.0,201.0
674.0,-575.0,235.0
589.0,-1186.0,-281.0
-1057.0,-799.0,667.0
757.0,-531.0,533.0
-1033.0,-1268.0,253.0
1140.0,-736.0,197.0
-359.0,-1030.0,282.0
-152.0,-1495.0,349.0
294.0,-909.0,218.0
-1601.0,-1350.0,228.0
1202.0,-725.0,171.0
-640.0,-1370.0,131.0
-650.0,-497.0,-135.0
1432.0,-1004.0,-43.0
-555.0,-1174.0,482.0
1297.0,-609.0,290.0
-1152.0,-1329.0,266.0
562.0,-907.0,497.0
72.0,-708.0,453.0
-997.0,-1430.0,98.0
932.0,-874.0,-128.0
-1202.0,-1446.0,336.0
715.0,-695.0,209.0
649.0,-1492.0,-93.0
-1149.0,-860.0,-222.0
702.0,-678.0,52.0
-1463.0,-1259.0,99.0
1615.0,-778.0,182.0
-408.0,-944.0,288.0
-256.0,-1231.0,1047.0
422.0,-814.0,280.0
-1185.0,-1321.0,260.0
1263.0,-617.0,-93.0
-733.0,-1529.0,82.0
163.0,-912.0,140.0
1467.0,-1093.0,62.0
-950.0,-1230.0,275.0
1311.0,-508.0,467.0
-1540.0,-1172.0,159.0
664.0,-597.0,250.0
276.0,-1014.0,-121.0
-702.0,-961.0,1084.0
610.0,-949.0,392.0
-786.0,-1417.0,434.0
858.0,-741.0,186.0
223.0,-1359.0,207.0
-328.0,-870.0,-305.0
332.0,-879.0,20.0
-1687.0,-1332.0,170.0
1585.0,-814.0,250.0
-458.0,-1109.0,275.0
-693.0,-754.0,553.0
765.0,-891.0,-67.0
-772.0,-1218.0,378.0
1269.0,-607.0,47.0
-1021.0,-1470.0,184.0
427.0,-1281.0,577.0
706.0,-898.0,457.0
-891.0,-1213.0,-350.0
991.0,-570.0,131.0
-1627.0,-1178.0,142.0
641.0,-609.0,234.0
704.0,-1352.0,-232.0
-811.0,-778.0,910.0
673.0,-596.0,549.0
-905.0,-1299.0,291.0
1025.0,-746.0,183.0
-291.0,-1072.0,265.0
-109.0,-1421.0,96.0
337.0,-865.0,288.0
-1407.0,-1348.0,231.0
1280.0,-743.0,227.0
-642.0,-1319.0,168.0
-814.0,-467.0,-103.0
1305.0,-995.0,-101.0
-525.0,-1192.0,472.0
1268.0,-581.0,449.0
-1369.0,-1241.0,234.0
539.0,-1050.0,547.0
158.0,-708.0,574.0
-931.0,-1427.0,-172.0
982.0,-820.0,-173.0
-1363.0,-1409.0,317.0
704.0,-628.0,258.0
493.0,-1465.0,81.0
-776.0,-853.0,40.0
741.0,-614.0,165.0
-1400.0,-1236.0,152.0
1535.0,-780.0,163.0
-414.0,-954.0,238.0
-209.0,-1347.0,1002.0
422.0,-920.0,-179.0
-960.0,-1291.0,293.0
1257.0,-625.0,-79.0
-743.0,-1491.0,77.0
57.0,-834.0,113.0
1575.0,-990.0,135.0
-858.0,-1199.0,337.0
1338.0,-530.0,499.0
-1608.0,-1151.0,194.0
659.0,-618.0,280.0
236.0,-1044.0,45.0
-695.0,-991.0,940.0
589.0,-963.0,367.0
-764.0,-1402.0,417.0
899.0,-739.0,156.0
-284.0,-1071.0,236.0
-95.0,-1266.0,-111.0
599.0,-771.0,327.0
-1693.0,-1345.0,167.0
1518.0,-809.0,274.0
-438.0,-1171.0,323.0
-768.0,-671.0,450.0
612.0,-1004.0,37.0
-535.0,-1217.0,439.0
1277.0,-621.0,190.0
-1123.0,-1383.0,116.0
423.0,-1315.0,544.0
514.0,-804.0,469.0
-871.0,-1223.0,-324.0
983.0,-652.0,-55.0
-1253.0,-1456.0,292.0
722.0,-670.0,250.0
718.0,-1471.0,-106.0
-1138.0,-919.0,482.0
704.0,-574.0,321.0
-1143.0,-1220.0,229.0
1312.0,-756.0,195.0
-418.0,-999.0,207.0
-251.0,-1183.0,1015.0
512.0,-892.0,-2.0
-1148.0,-1327.0,227.0
1200.0,-661.0,38.0
-627.0,-1445.0,201.0
-269.0,-662.0,-37.0
1580.0,-1000.0,95.0
-1002.0,-1199.0,190.0
1222.0,-494.0,419.0
-1612.0,-1152.0,205.0
629.0,-693.0,352.0
73.0,-928.0,230.0
-1034.0,-1195.0,702.0
741.0,-959.0,156.0
-855.0,-1347.0,419.0
898.0,-734.0,140.0
-114.0,-1165.0,217.0
-45.0,-1045.0,-332.0
570.0,-743.0,222.0
-1704.0,-1332.0,146.0
1595.0,-837.0,224.0
-361.0,-1125.0,309.0
-910.0,-508.0,179.0
860.0,-983.0,-58.0
-587.0,-1218.0,428.0
1297.0,-607.0,18.0
-1069.0,-1455.0,39.0
412.0,-1303.0,513.0
799.0,-893.0,292.0
-939.0,-1371.0,-307.0
1004.0,-769.0,-160.0
-1415.0,-1407.0,258.0
715.0,-604.0,266.0
787.0,-1393.0,-196.0
-921.0,-861.0,799.0
638.0,-580.0,449.0
-1012.0,-1251.0,308.0
1498.0,-756.0,201.0
-408.0,-961.0,210.0
-266.0,-1328.0,985.0
421.0,-906.0,150.0
-1266.0,-1348.0,226.0
1217.0,-702.0,117.0
-630.0,-1396.0,222.0
109.0,-858.0,115.0
1575.0,-990.0,92.0
-875.0,-1201.0,307.0
1305.0,-523.0,480.0
-1541.0,-1175.0,204.0
609.0,-799.0,399.0
38.0,-846.0,361.0
-1181.0,-963.0,1009.0
561.0,-939.0,419.0
-765.0,-1383.0,423.0
892.0,-731.0,139.0
74.0,-1267.0,185.0
-107.0,-891.0,-358.0
591.0,-694.0,145.0
-1624.0,-1307.0,129.0
1514.0,-815.0,272.0
-442.0,-1199.0,321.0
-822.0,-644.0,375.0
764.0,-960.0,-164.0
-678.0,-1228.0,381.0
1334.0,-592.0,-132.0
-1008.0,-1492.0,10.0
393.0,-1280.0,568.0
444.0,-794.0,564.0
-859.0,-1241.0,-357.0
991.0,-663.0,-66.0
-1525.0,-1325.0,206.0
672.0,-567.0,276.0
726.0,-1278.0,-265.0
